id,current_date,future_date,current_price,future_price,rarity,Legendary,Artifact,Creature,Enchantment,Instant,Land,Planeswalker,Sorcery
00922ac3-2e47-543f-b3b3-c49fb4843a67,2016-07-22,2016-09-23,0.33,0.25,Rare,0,0,1,0,0,0,0,0
009a7f95-4de3-5466-a608-8195abd5c503,2017-09-29,2017-12-01,3.33,8.63,Rare,0,0,0,0,1,0,0,0
009f7381-95a1-5080-b0e0-8f87e46f1e68,2015-01-23,2015-03-27,0.15,0.13,Common,0,0,1,0,0,0,0,0
00a6efa0-ea60-5eb5-89e0-b8acc027021a,2015-03-27,2015-05-29,0.18,0.13,Common,0,0,0,1,0,0,0,0
00d34ac1-d681-5570-87c7-185cdf671a13,2017-04-28,2017-06-30,0.15,0.14,Common,0,0,1,0,0,0,0,0
00e51520-f020-51dc-98e3-35fcfde28150,2018-07-13,2018-09-14,0.24,0.18,Uncommon,0,0,1,0,0,0,0,0
00e5461a-b77d-5590-8674-98e78f411105,2017-01-20,2017-03-24,0.16,0.15,Common,0,0,1,0,0,0,0,0
00ecdefd-0445-576e-a9a5-f5b21aa177e9,2013-09-27,2013-11-29,1.5970913374411,0.23,Uncommon,0,0,0,0,1,0,0,0
00fe5d08-4ea4-51bf-a6b0-ed1092fc4154,2016-01-22,2016-03-25,0.15,0.14,Common,0,0,0,0,1,0,0,0
01011108-8c88-51fd-a389-fe78a12cfa26,2015-10-02,2015-12-04,3.09,1.06,Rare,0,0,1,0,0,0,0,0
01145ca6-386c-53cf-90bc-413ca9c061a9,2017-09-29,2017-12-01,0.17,0.13,Common,0,0,0,0,1,0,0,0
0133c0c6-2669-58d6-a87d-79d5c54ef841,2015-01-23,2015-03-27,0.2,0.15,Uncommon,0,0,1,0,0,0,0,0
0136b95a-5ee4-5ae6-a18d-b6f49d682808,2015-01-23,2015-03-27,0.15,0.11,Common,0,0,0,0,0,0,0,1
01486b5b-a142-5a85-9ff2-dd3fb6d28e96,2014-05-02,2014-07-04,0.19,0.15,Uncommon,0,0,0,0,0,0,0,1
014d4ee3-e4e5-5a43-8308-7a4901f73d0b,2018-10-05,2018-12-07,0.25,0.15,Uncommon,0,1,0,0,0,0,0,0
015c12ab-8657-5607-afcf-506b2e6d684f,2015-10-02,2015-12-04,0.15,0.13,Common,0,0,1,0,0,0,0,0
01658f63-32da-57f1-bc3d-df96e9c31398,2018-10-05,2018-12-07,0.1,0.1,Common,0,0,0,0,0,0,0,1
01863f99-8ad6-559a-9f68-fc5120914d68,2017-01-20,2017-03-24,0.29,0.26,Uncommon,0,0,1,0,0,0,0,0
01931cfc-8347-5050-86c6-a990a287a010,2016-04-08,2016-06-10,8.79,7.04,Rare,0,0,0,0,0,0,0,1
01ada4be-b483-55ce-be35-1518e8c05c65,2017-01-20,2017-03-24,0.26,0.21,Uncommon,0,1,1,0,0,0,0,0
01be7d4c-3237-5803-8d43-3d1cb616da26,2017-09-29,2017-12-01,0.22,0.22,Uncommon,0,0,0,0,1,0,0,0
01c853d8-075b-55bb-bb58-df8f43e1915d,2017-09-29,2017-12-01,3.67,5.99,Rare,0,0,0,0,0,1,0,0
01c89e31-62d7-5173-96d8-0a4c7328388f,2014-05-02,2014-07-04,1,0.49,Rare,1,0,1,0,0,0,0,0
01de6b1e-83f2-5f8a-866b-0458845fc5f0,2017-04-28,2017-06-30,0.17,0.13,Common,0,0,0,0,1,0,0,0
01e4dad4-0517-5982-9356-322b64052e3e,2016-04-08,2016-06-10,2.59,0.96,Rare,0,0,1,0,0,0,0,0
01f09003-cb49-5242-ab29-320fe9e3710a,2018-04-27,2018-06-29,0.25,0.16,Uncommon,0,0,1,0,0,0,0,0
01f77b29-2d70-5b43-a316-088cb1abd232,2018-10-05,2018-12-07,0.1,0.1,Common,0,0,1,0,0,0,0,0
02066e44-e1e9-55e7-862e-ba22b0b9619a,2015-10-02,2015-12-04,0.15,0.14,Common,0,0,1,0,0,0,0,0
0218fb7f-b477-5464-92b2-c8327eebb7c4,2011-07-15,2011-09-16,0.32,0.35,Rare,0,0,1,0,0,0,0,0
021a661f-64e2-5ab8-9973-6cacfb0827c8,2013-02-01,2013-04-05,4.09,1.9,Mythic,0,0,1,0,0,0,0,0
0236acca-0963-5bdf-b62a-c389b8d722a1,2017-04-28,2017-06-30,3.5,3.77,Rare,0,0,0,0,0,1,0,0
02376c0c-4658-5640-911b-07fe44c15464,2014-09-26,2014-11-28,7.23,1.89,Rare,0,0,1,0,0,0,0,0
02441c21-8fa5-556c-a439-bda9c0630268,2017-04-28,2017-06-30,0.22,0.15,Uncommon,0,0,1,0,0,0,0,0
02448750-278a-59f6-8574-45cf51f87ab8,2016-01-22,2016-03-25,0.26,0.19,Uncommon,0,0,1,0,0,0,0,0
02492bd5-b84f-5cea-b5f6-e9e49c2d73bb,2016-01-22,2016-03-25,10.95,20.9,Mythic,1,0,0,0,0,0,1,0
026389ea-4619-5116-a0ee-e836d8f90354,2014-09-26,2014-11-28,0.15,0.14,Common,0,0,1,0,0,0,0,0
026b6180-aac0-558e-abca-de9a1348c44e,2018-10-05,2018-12-07,0.1,0.1,Common,0,1,0,0,0,0,0,0
026e1879-aa78-5909-b656-910e2ffceba1,2014-02-07,2014-04-11,0.16,0.13,Common,0,0,0,0,1,0,0,0
02709d29-d2ab-50ea-a9c0-d3cbdf7f76bd,2017-07-14,2017-09-15,0.15,0.12,Common,0,0,0,0,0,0,0,1
027371cc-bcd8-5b62-9d7c-8f6bc569016d,2017-07-14,2017-09-15,0.16,0.12,Common,0,0,1,0,0,0,0,0
0289541c-c482-5a16-9f3e-7825938e68e9,2014-02-07,2014-04-11,0.24,0.17,Uncommon,0,0,1,0,0,0,0,0
028bfc05-61a1-53a8-95a2-dcfd5610ba01,2014-09-26,2014-11-28,0.82,0.4,Uncommon,0,0,0,0,1,0,0,0
028eaac2-41fd-545b-934a-6ff1d4c727d1,2018-01-19,2018-03-23,0.17,0.15,Common,0,0,0,0,0,1,0,0
02a84d04-6bc2-5416-bb62-311e705cb9ab,2018-07-13,2018-09-14,2.99,1.95,Mythic,1,0,1,0,0,0,0,0
02af68ca-f4cb-5382-8f28-77852f1cb31e,2014-09-26,2014-11-28,0.16,0.14,Common,0,0,1,0,0,0,0,0
02b9af02-9d75-57dd-ba64-dd220eaed055,2015-07-17,2015-09-18,4.94,3.04,Rare,0,0,0,1,0,0,0,0
02c39d90-96b3-56b7-a9d4-d5b4f33aea01,2018-04-27,2018-06-29,0.15,0.12,Common,0,0,0,0,0,0,0,1
02c6dc69-bb03-5191-bf25-361ca6ddc449,2017-04-28,2017-06-30,0.19,0.17,Uncommon,1,1,0,0,0,0,0,0
02d62f47-4493-53f6-a735-f6c2a41e1335,2016-07-22,2016-09-23,0.72,0.36,Rare,0,0,1,0,0,0,0,0
02f5f975-be30-5198-8807-684c85acd601,2015-01-23,2015-03-27,1.49,1.59,Rare,0,0,0,1,0,0,0,0
02fe37dd-af15-5a75-81c5-075eef1ad00b,2018-10-05,2018-12-07,0.25,0.25,Uncommon,0,0,1,0,0,0,0,0
0316eb9f-332b-522c-bd57-11afe8c1358c,2011-09-30,2011-12-02,2.88,3.58,Rare,0,0,1,0,0,0,0,0
0333efab-3ff3-5679-a6ff-ba74be373415,2016-01-22,2016-03-25,1.4,0.69,Uncommon,0,0,0,0,1,0,0,0
03388961-2dea-5b15-9cff-433525ffc782,2016-01-22,2016-03-25,0.15,0.14,Common,0,0,0,0,0,0,0,1
034086d5-9531-5c0f-9227-87530a203533,2015-03-27,2015-05-29,0.25,0.19,Uncommon,0,0,1,0,0,0,0,0
035e097c-9dd0-55aa-bcc7-96ca3867eace,2014-09-26,2014-11-28,0.16,0.14,Common,0,0,1,0,0,0,0,0
036cd3a8-07a0-5e44-af53-c79fdd01b069,2017-07-14,2017-09-15,0.22,0.2,Uncommon,0,0,1,0,0,0,0,0
037f7c4e-17da-57bc-89ac-873f581a5777,2017-09-29,2017-12-01,0.16,0.13,Common,0,0,0,0,0,0,0,1
03a0b3c8-0e09-5917-8cb1-36cba5fb4a75,2016-09-30,2016-12-02,0.15,0.13,Common,0,0,0,0,0,0,0,1
03b71e96-96f4-5e8c-8d33-383f8755f801,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,0,0,0,0,0,1
03db5ddc-7c6f-528a-8761-11899d90726b,2016-07-22,2016-09-23,0.2,0.15,Uncommon,0,0,0,1,0,0,0,0
040234b9-797c-5192-ac49-e5b47a67a971,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,1,0,0,0,0,0
0402b326-43fd-5088-a55f-5358c3dc4140,2018-01-19,2018-03-23,0.16,0.15,Common,0,0,1,0,0,0,0,0
04054c80-4da8-5ee1-84a8-abbc65ede68e,2018-10-05,2018-12-07,0.25,0.26,Uncommon,0,0,0,0,0,0,0,1
041909c5-7409-536c-8ad6-3c6bcb232b57,2015-03-27,2015-05-29,0.54,0.23,Uncommon,0,0,0,0,0,0,0,1
04250e23-828f-5ca9-a217-49f8ed6a0ac2,2018-04-27,2018-06-29,3.19,1.93,Mythic,1,0,1,0,0,0,0,0
042e1e09-b33a-5c6f-8210-c7ffb9250a9f,2017-09-29,2017-12-01,0.21,0.18,Uncommon,0,0,0,0,1,0,0,0
043d55a8-4518-5d00-9683-5c0fabfe2150,2018-07-13,2018-09-14,0.78,0.47,Rare,0,1,0,0,0,0,0,0
04484ca4-0d90-5a02-9b20-d9a6a1581854,2015-03-27,2015-05-29,0.16,0.13,Common,0,0,1,0,0,0,0,0
044cb8aa-0f13-56ba-a2dd-40633cfb6427,2012-05-04,2012-07-06,1.69,1.41,Rare,0,0,0,0,0,0,0,1
0456cf5b-958d-556f-b3b1-ee71b2dde807,2018-04-27,2018-06-29,1.46,0.49,Rare,1,0,0,0,0,0,0,1
045e999e-0ab9-5592-a566-5cb8b2910041,2017-09-29,2017-12-01,1,0.41,Rare,0,0,0,0,0,0,0,1
04650b89-de65-5d96-9f74-3ad78e81bd49,2018-07-13,2018-09-14,0.52,0.4,Rare,0,1,0,0,0,0,0,0
0472819f-51a6-59b4-a734-affb36183f2c,2012-07-13,2012-09-14,0.8,0.77,Rare,0,0,1,0,0,0,0,0
049d8701-53f0-5ae4-bd93-c2527152b9e1,2014-02-07,2014-04-11,0.22,0.15,Uncommon,0,0,1,0,0,0,0,0
04b8e301-6380-5bb7-8928-396978a6ec61,2018-10-05,2018-12-07,0.11,0.11,Common,0,0,1,0,0,0,0,0
04bd9007-be31-503e-b5af-aafe52ea8f8d,2014-09-26,2014-11-28,0.23,0.16,Uncommon,0,0,1,0,0,0,0,0
04c1adf2-77b6-5da2-977a-083d8ebbd917,2016-04-08,2016-06-10,0.89,0.33,Rare,0,0,0,1,0,0,0,0
04cc3a52-b098-555f-bd46-efc27e6d4e16,2017-09-29,2017-12-01,0.15,0.13,Common,0,0,1,0,0,0,0,0
04f7b1fa-2baa-56be-bc7b-0e5412409260,2015-10-02,2015-12-04,0.47,0.28,Uncommon,0,0,1,0,0,0,0,0
04fb3099-fe33-584a-9ab9-b499d59c75cf,2012-05-04,2012-07-06,0.48,0.35,Rare,0,0,0,1,0,0,0,0
05029673-c2b0-53d3-8f4d-ef81dbec6141,2018-10-05,2018-12-07,0.2,0.23,Uncommon,0,0,1,0,0,0,0,0
0513808b-d239-505a-b2e6-94ba630479dc,2015-03-27,2015-05-29,9,27.55,Mythic,1,0,1,0,0,0,0,0
0513833e-7956-5ccd-ba14-1bde5b50d86f,2018-07-13,2018-09-14,0.22,0.21,Uncommon,0,0,0,0,0,0,0,1
051681cf-880a-5db4-813b-c32df6f9360b,2018-04-27,2018-06-29,0.48,0.88,Rare,0,1,0,0,0,0,0,0
052285a9-3a0a-55a0-878c-ecb837be48a1,2015-07-17,2015-09-18,0.15,0.14,Common,0,0,1,0,0,0,0,0
0524d1d2-110f-5d07-8270-a5f43bc77cd2,2011-07-15,2011-09-16,0.56,0.58,Rare,0,0,0,0,1,0,0,0
0524fce5-2bd8-5069-8ff2-db0c48f7b90b,2016-07-22,2016-09-23,0.2,0.19,Uncommon,0,0,0,0,0,0,0,1
0533dfd0-ae79-5bc8-8825-c686c3bc5037,2015-07-17,2015-09-18,1.25,0.73,Rare,0,0,0,1,0,0,0,0
053c51da-f7c9-5455-9794-78c319c34f5e,2018-10-05,2018-12-07,0.1,0.14,Common,0,0,0,0,0,0,0,1
0541f2fe-fb7b-5c67-8822-7fc065242905,2014-09-26,2014-11-28,0.24,0.13,Uncommon,0,0,1,0,0,0,0,0
05446f39-980f-5304-8281-6f477b23f093,2014-02-07,2014-04-11,0.22,0.15,Uncommon,0,0,1,0,0,0,0,0
055d38dd-3ef5-5fa1-974c-05f5093cc16d,2018-07-13,2018-09-14,0.15,0.13,Common,0,0,1,0,0,0,0,0
055f6e75-268f-59cf-ae62-92d5b61b5983,2018-01-19,2018-03-23,0.24,0.23,Uncommon,0,0,1,0,0,0,0,0
0585b33b-7141-5176-87a6-f0340840fbb6,2013-09-27,2013-11-29,2.38,1.15,Mythic,1,0,1,0,0,0,0,0
05915a27-7d83-5d89-b347-efec7ed84d53,2014-05-02,2014-07-04,0.16,0.13,Common,0,0,0,1,0,0,0,0
059448cb-e929-5217-9d43-e42753c379be,2015-07-17,2015-09-18,0.23,0.15,Common,0,0,0,0,1,0,0,0
0596a05b-233c-5790-94dd-996d84807d02,2015-03-27,2015-05-29,0.16,0.11,Common,0,0,1,0,0,0,0,0
05ae0f9d-f920-5346-853e-d21f246cb926,2017-04-28,2017-06-30,0.16,0.12,Common,0,0,0,1,0,0,0,0
05aefb07-48f3-5d82-9fe6-a35f63368a92,2011-07-15,2011-09-16,0.33,0.37,Rare,0,0,1,0,0,0,0,0
05b5a930-45d7-570d-b78d-851e1167dae9,2016-04-08,2016-06-10,0.69,0.58,Rare,1,1,0,0,0,0,0,0
05b950b8-d612-5ea1-b26b-6468f84778ab,2015-10-02,2015-12-04,0.21,0.14,Uncommon,0,0,1,0,0,0,0,0
05bbc14d-0486-503d-a018-ee48265df87d,2017-09-29,2017-12-01,0.82,0.35,Rare,0,0,1,0,0,0,0,0
05c9c55e-caae-51ff-ac21-85f9efc1733e,2017-09-29,2017-12-01,0.24,0.19,Uncommon,0,0,0,0,1,0,0,0
05d9e9c6-2bf2-51c6-8234-d7c6fda8f7f3,2011-09-30,2011-12-02,1.78,0.85,Rare,0,0,0,1,0,0,0,0
05e38ccd-b8b3-5503-af83-54b28be37fcd,2015-07-17,2015-09-18,0.22,0.14,Common,0,0,1,0,0,0,0,0
05ea60d2-f1c0-582a-8f84-77ad4f4ba5e4,2014-05-02,2014-07-04,0.21,0.18,Uncommon,0,0,0,0,0,0,0,1
05fb6ae7-ae06-507b-ac93-3f6e2a90b07e,2017-01-20,2017-03-24,0.16,0.14,Common,0,0,0,0,1,0,0,0
061a7529-c7d1-57fd-862a-e3135dad94e8,2018-10-05,2018-12-07,2.49,1.01,Mythic,0,0,0,0,0,0,0,1
0624582e-ab6c-508f-ab6f-c1d7f105a362,2018-01-19,2018-03-23,0.16,0.15,Common,0,0,0,0,1,0,0,0
062ac534-2bd7-5afb-bbd4-1d634b376111,2016-07-22,2016-09-23,0.31,0.23,Uncommon,0,0,0,0,0,1,0,0
065b2bf2-7448-5a56-9ae4-a65d9a40079e,2018-01-19,2018-03-23,0.24,0.2,Uncommon,0,0,1,0,0,0,0,0
0662ae1d-efcb-53a0-9701-8f6ef8ea90fd,2014-09-26,2014-11-28,0.24,0.15,Uncommon,0,0,1,0,0,0,0,0
0664122a-923a-5c48-ac5e-b6a283cb174d,2017-09-29,2017-12-01,1.89,3.74,Rare,0,1,0,0,0,0,0,0
0664aa54-b5fb-5d81-9582-c9531c87291e,2013-05-03,2013-07-05,5,3.48,Rare,1,0,1,0,0,0,0,0
066d9051-0b4e-51a2-94f0-3130c9ccfbaf,2017-07-14,2017-09-15,14.97,19.95,Mythic,1,0,1,0,0,0,0,0
06748cb7-2fb2-5621-aa57-a2eb9ece20ac,2015-03-27,2015-05-29,0.29,0.2,Uncommon,0,0,1,0,0,0,0,0
0677c530-871a-58e4-9b47-8343ee91172f,2012-10-05,2012-12-07,0.42,0.31,Rare,0,1,1,0,0,0,0,0
06832988-8b3e-5ca5-8226-5e4b4487c045,2016-09-30,2016-12-02,0.48,0.37,Rare,0,0,1,0,0,0,0,0
06847869-d455-5c4a-b513-5e61a0f73520,2016-09-30,2016-12-02,0.16,0.13,Uncommon,0,0,0,0,0,0,0,1
068ce53c-57e2-5f91-8a29-a8a008217277,2011-07-15,2011-09-16,2.54,10.86,Rare,0,0,1,0,0,0,0,0
06916f3b-2a3a-544c-bb2c-b4d27d9859f0,2015-10-02,2015-12-04,5,1.75,Rare,0,0,0,0,0,1,0,0
0695a9b7-b3e8-57f3-bcbd-69821cc7c16f,2017-09-29,2017-12-01,0.21,0.19,Uncommon,0,0,1,0,0,0,0,0
0698be15-a946-568e-9bbb-abd940610a5e,2016-07-22,2016-09-23,0.15,0.14,Common,0,0,0,0,0,0,0,1
06a17c8e-4ca0-5455-bde5-7157065fdea1,2018-07-13,2018-09-14,0.49,2.5,Common,0,0,1,0,0,0,0,0
06ac50dc-c890-5e3b-b5bb-12f809bd181b,2017-07-14,2017-09-15,0.15,0.1,Common,0,0,0,0,1,0,0,0
06b3992e-1918-5a6c-bddb-7beed9b9d0b7,2018-10-05,2018-12-07,0.11,0.11,Common,0,0,0,1,0,0,0,0
06bd197d-daee-556a-9e43-e611da817880,2016-07-22,2016-09-23,4.04,1.53,Rare,0,0,1,0,0,0,0,0
06bdbbdc-7b4a-54b0-b13b-5120ba60ad8b,2016-09-30,2016-12-02,0.15,0.14,Uncommon,0,0,0,0,0,0,0,1
06bdd677-783c-55bf-8e86-98caef2f8fa8,2018-01-19,2018-03-23,0.66,0.49,Rare,0,0,1,0,0,0,0,0
06fc451a-4b1c-54b9-a1b6-cd0362a649c4,2014-09-26,2014-11-28,0.26,0.15,Common,0,0,0,0,0,1,0,0
06ffbe11-e774-52e7-a393-917b1af8ef02,2011-02-04,2011-04-08,5.61,4.27,Mythic,0,0,1,0,0,0,0,0
07004d84-eb35-5200-b401-acf81805aa66,2018-01-19,2018-03-23,0.15,0.15,Common,0,0,0,1,0,0,0,0
07060fdc-ecd5-58e2-ab5b-327ce47b6afb,2014-05-02,2014-07-04,5.95,5,Rare,0,0,0,0,0,1,0,0
0716e472-1ceb-5dce-bded-9365120d494d,2011-07-15,2011-09-16,0.93,0.76,Rare,0,1,0,0,0,0,0,0
0720ece6-af31-55bc-9ef0-62d885ad4cc0,2016-07-22,2016-09-23,0.19,0.15,Common,0,0,1,0,0,0,0,0
072f42fd-d52d-57f0-9e40-efc77cd60994,2015-10-02,2015-12-04,2.67,1.29,Rare,0,0,0,1,0,0,0,0
072ffb45-6c5f-5217-9f50-09148f48d210,2018-07-13,2018-09-14,0.19,0.25,Uncommon,0,1,1,0,0,0,0,0
0732007c-6797-5f48-93b3-1eb4256beddf,2017-09-29,2017-12-01,0.18,0.14,Common,0,0,1,0,0,0,0,0
0735bb46-97c9-59f2-9429-dd90bb2e0d53,2018-04-27,2018-06-29,1.1,1.32,Uncommon,0,0,0,1,0,0,0,0
0739666d-2817-5a9c-be7d-baff4c226e38,2012-10-05,2012-12-07,16.13,11.78,Rare,0,0,0,0,0,1,0,0
074305a4-2441-533b-ac95-e36bfda3ce38,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,0,0,1,0,0,0
07434ea9-7a34-5c89-ad35-caa61118a1fd,2015-01-23,2015-03-27,0.15,0.13,Common,0,0,0,0,1,0,0,0
07552d33-6de8-5e1f-a985-d1c697f87c0d,2017-01-20,2017-03-24,0.16,0.18,Common,0,0,0,0,1,0,0,0
077f1dee-513a-55bb-ac49-a19a875ef63c,2015-01-23,2015-03-27,0.77,3.48,Rare,0,0,0,1,0,0,0,0
078fefdd-015f-5d23-a04d-277ccd4cdf91,2014-05-02,2014-07-04,0.53,0.24,Rare,0,0,1,0,0,0,0,0
07a07cec-3e22-548c-bc4e-c18ecc84aa90,2016-09-30,2016-12-02,0.15,0.14,Common,0,0,1,0,0,0,0,0
07af1fa6-50b9-51e2-9c08-b5e1d5405ffd,2018-04-27,2018-06-29,0.15,0.12,Common,0,0,0,0,1,0,0,0
07b76118-9c87-5976-b976-1f97e165af75,2011-02-04,2011-04-08,18.9,10.35,Mythic,1,0,1,0,0,0,0,0
07bf3358-c256-57e8-a199-a717727f3a7a,2014-02-07,2014-04-11,0.17,0.14,Common,0,0,1,1,0,0,0,0
07c0fd89-1cc6-5b5f-b6ce-d95b9e9ba052,2017-09-29,2017-12-01,0.15,0.14,Common,0,0,1,0,0,0,0,0
07e55720-b835-57ff-a5b8-45cdea88046a,2016-01-22,2016-03-25,0.85,0.39,Rare,0,0,0,0,1,0,0,0
07e75ffd-3233-5767-b290-392dc29b49d6,2018-07-13,2018-09-14,0.19,0.14,Common,0,0,1,0,0,0,0,0
07f9d296-b536-5c1e-80a9-69295f9c1fd6,2014-02-07,2014-04-11,4.94,8.67,Rare,0,0,1,1,0,0,0,0
07faf723-1478-5096-8e2a-d79cc45fb339,2014-09-26,2014-11-28,0.15,0.13,Common,0,0,1,0,0,0,0,0
0807f4b2-ee6a-5133-8838-7df380edf5f7,2012-07-13,2012-09-14,1.74,0.92,Rare,1,0,1,0,0,0,0,0
0817112f-a490-5037-ac68-09e0c91d7224,2014-05-02,2014-07-04,0.26,0.18,Uncommon,0,0,0,1,0,0,0,0
081763ae-5557-5adf-bf34-32e91e65f54c,2015-01-23,2015-03-27,0.62,0.24,Rare,0,0,1,0,0,0,0,0
081a39c9-3799-5f6e-a8f3-0d509b4f08c3,2012-10-05,2012-12-07,29.22,10.65,Mythic,1,0,0,0,0,0,1,0
0825349e-5556-5b48-bf83-7d05cc53a372,2012-10-05,2012-12-07,2.51,1.49,Rare,0,0,0,1,0,0,0,0
0826baaa-d7e7-5b15-b4d2-46fb2f70cb71,2013-09-27,2013-11-29,1.5970913374411,0.41,Uncommon,0,0,1,0,0,0,0,0
0852617f-4b23-52d6-9ac1-ef61c9da9e8d,2016-01-22,2016-03-25,0.23,0.16,Uncommon,0,0,1,0,0,0,0,0
085d9e89-d899-553e-a4da-bc60a757d92a,2015-03-27,2015-05-29,0.25,0.15,Common,0,0,0,0,1,0,0,0
086f9dac-fe16-5d04-9e80-bd4ff9665973,2013-09-27,2013-11-29,1.5970913374411,0.15,Common,0,0,0,0,0,0,0,1
087b9e48-3060-5650-b984-c5e73c7dbc5d,2018-07-13,2018-09-14,0.22,0.2,Uncommon,0,0,1,0,0,0,0,0
088d292b-19f4-5d4d-a0bc-e30394b63c72,2012-05-04,2012-07-06,0.64,0.39,Rare,0,0,1,0,0,0,0,0
0899c90c-a34f-5de6-bdf3-ed869c103cc3,2016-07-22,2016-09-23,0.22,0.28,Uncommon,0,0,1,0,0,0,0,0
08a29a09-ce97-5ac0-b25d-7ceec1e176fb,2015-10-02,2015-12-04,0.17,0.13,Common,0,0,0,0,1,0,0,0
08a352de-cf96-5191-8cd1-c09e01ead656,2016-01-22,2016-03-25,0.99,0.57,Rare,1,0,0,1,0,0,0,0
08af01a2-a2ee-5ff3-a71a-bb878ef7ef43,2017-09-29,2017-12-01,0.16,0.1,Common,0,0,0,0,1,0,0,0
08b27673-d7f7-521a-bec1-8cd6f2b4f88d,2018-10-05,2018-12-07,3,27.45,Mythic,0,0,1,0,0,0,0,0
08c369ea-7b52-57e1-b645-537b0465b971,2016-07-22,2016-09-23,0.2,0.19,Uncommon,0,0,1,0,0,0,0,0
08d96e5b-dba1-55ae-83df-4bc80bc53249,2017-07-14,2017-09-15,0.49,0.3,Rare,0,0,1,0,0,0,0,0
08e2596a-d6fc-50d0-9806-4741905395c9,2018-07-13,2018-09-14,0.9,0.94,Rare,0,0,0,0,0,0,0,1
09223d99-568c-52f4-b6bc-2461ea2939c7,2018-04-27,2018-06-29,0.24,0.2,Uncommon,0,1,1,0,0,0,0,0
0936fcff-63be-55f2-ae89-ef2f1638dae1,2016-07-22,2016-09-23,0.2,0.15,Uncommon,0,0,0,0,1,0,0,0
094348e1-2824-54eb-a57d-33f69aca7bf4,2017-04-28,2017-06-30,0.16,0.13,Common,0,0,1,0,0,0,0,0
0951f187-32a5-5e7e-adcf-2791d9cea436,2014-09-26,2014-11-28,0.17,0.12,Common,0,0,0,0,0,0,0,1
097738a6-db9a-5733-b3c6-e4a8b9b05569,2015-01-23,2015-03-27,0.3,0.21,Uncommon,0,0,1,0,0,0,0,0
09804331-38af-58e4-8f16-4a6375ef6c12,2015-01-23,2015-03-27,0.14,0.12,Common,0,0,1,0,0,0,0,0
